index,Title,Date,Genre,orig_lang,Revenue($),Budget($),country,score
6294,The Hitcher,17-01-1986,"Horror, Action, Thriller", English,5844868,6000000,United States,70
6295,News of the World,28-01-2021,"Drama, Western, Adventure, Action", English,12668325,38000000,Australia,70
6296,Tremors 4: The Legend Begins,02-01-2004,"Action, Comedy, Horror, Western", English,36660353.6,5000000,United States,56
6297,Kiss the Girls,06-11-1997,"Thriller, Crime, Mystery, Drama", English,60527873,27000000,Australia,65
6298,Lost Bullet,19-06-2020,"Action, Thriller, Crime", French,424413057.8,139800000,France,66
6299,Welcome to the Jungle,27-04-2013,Comedy, English,7057999.2,3500000,United States,51
6300,Dangerous Lies,30-04-2020,Thriller, English,431611098,87400000,United States,64
6301,The Invention of Lying,26-11-2009,"Comedy, Fantasy, Romance", English,32714818,18500000,Australia,62
6302,Sniper,10-03-1993,"Action, Drama, Thriller", English,18994653,11900000,Australia,61
6303,The Lodge,01-05-2020,"Drama, Horror, Thriller", English,2679585,9146840.6,Australia,61
6304,Official Secrets,21-11-2019,"Thriller, History, Drama", English,691553993.8,134200000,Australia,72
6305,Stuck in Love,05-07-2013,"Drama, Comedy", English,81071,765001.4,United States,74
6306,The Sleeping Dictionary,18-02-2003,"Drama, Romance", English,290912102,105200000,United States,66
6307,Married Women: Husband Change,23-01-2020,Romance, Korean,947468745.8,135200000,South Korea,47
6308,Nice Sister-In-Law 3,07-06-2018,Romance, Korean,556720975,90000000,South Korea,63
6309,Full Speed,11-11-2016,"Family, Comedy, Action", French,7268779,18462000.2,France,60
6310,Naruto 20th Anniversary - Road of Naruto,02-10-2022,"Animation, Action", Japanese,765868107,130000000,Japan,80
6311,"To Wong Foo, Thanks for Everything! Julie Newmar",07-09-1995,Comedy, English,47774193,3005792,United States,73
6312,Serve the People,23-02-2022,Romance, Korean,242891346.8,107200000,South Korea,62
6313,The Mauritanian,24-03-2021,"Drama, Thriller", English,778605895.4,124000000,Australia,74
6314,The World's End,01-08-2013,"Comedy, Action, Science Fiction", English,47124638,20000000,Australia,68
6315,Armero,04-01-2017,," Spanish, Castilian",474079016.4,62100000,United States,77
6316,Sator,21-02-2020,Horror, English,130023,3601100,Australia,51
6317,John and the Hole,06-08-2021,"Drama, Thriller", English,25386,2128009.2,United States,57
6318,Erotic Ghost Story,01-01-1993,Drama, Cantonese,175269998.8,174600000,Hong Kong,0
6319,There Will Be Blood,04-02-2008,Drama, English,77208672,25000000,Australia,81
6320,Next Gen,07-09-2018,"Animation, Action, Adventure, Comedy, Family, Science Fiction", English,283819551.8,22000000,Australia,70
6321,Desperately Seeking Susan,29-03-1985,"Comedy, Crime", English,27400000,5000000,United States,61
6322,Death Warrant,21-02-1991,"Action, Crime, Thriller", English,16853487,4000000,Australia,62
6323,The Only Living Boy in New York,12-10-2017,Drama, English,2550321,36345000,Australia,64
6324,32 Malasana Street,17-01-2020,"Drama, Horror"," Spanish, Castilian",390348447.8,71554097.6,Spain,65
6325,My Hero Academia: World Heroes' Mission â€“ Take-off,16-02-2022,Animation, Japanese,752740099,104000000,Japan,78
6326,LEGO Marvel Super Heroes: Avengers Reassembled!,16-11-2015,"Family, Animation", English,668859534,99800000,United States,66
6327,Tall Girl 2,11-02-2022,"Comedy, Romance", English,50433646,24393503,United States,58
6328,Monsters,25-11-2010,"Drama, Thriller, Science Fiction", English,5639730,500000,Australia,62
6329,12 Feet Deep,20-06-2017,"Thriller, Horror", English,6158,5342000,United States,56
6330,The Graduate,22-08-1968,"Comedy, Drama, Romance", English,104945305,3000000,Australia,77
6331,Three Kings,03-05-2000,"Action, Comedy, War", English,107752036,48000000,Australia,66
6332,Penguin Bloom,21-01-2021,Drama, English,369861963.8,100000000,Australia,71
6333,Kids,28-07-1995,"Drama, Crime", English,20412216,1500000,United States,69
6334,Ronin,04-02-1999,"Action, Thriller, Crime", English,70692101,55000000,Australia,69
6335,Never Say Never Again,15-12-1983,"Adventure, Action, Thriller", English,160000000,36000000,Australia,61
6336,"Eleven Days, Eleven Nights",27-03-1987,"Drama, Romance", Italian,947468745.8,129200000,Italy,47
6337,New Initial D the Movie - Legend 1: Awakening,24-08-2014,"Animation, Action", Japanese,1101791048,227600000,Japan,82
6338,The Cave,24-11-2005,"Action, Adventure, Horror, Thriller", English,27147991,30000000,Australia,53
6339,Cradle 2 the Grave,27-03-2003,"Action, Crime, Drama", English,56434942,25000000,Australia,61
6340,22-Jul,10-10-2018,"History, Drama, Thriller, Crime", English,278331290.6,20000000,Australia,71
6341,A Werewolf Boy,31-10-2012,"Romance, Fantasy", Korean,719378536,112640000,South Korea,77
6342,Tom and Jerry: The Lost Dragon,27-07-2014,"Family, Animation, Comedy", English,217542135.6,115000000,United States,57
6343,Every Which Way but Loose,30-12-1978,"Action, Comedy, Adventure, Romance, Drama", English,85196485,5000000,Australia,62
6344,Paper Towns,16-07-2015,"Mystery, Drama, Romance", English,85450484,12000000,Australia,61
6345,Hands of Stone,26-08-2016,Drama, English,5031975,20000000,United States,63
6346,Asterix & Obelix Take on Caesar,07-08-2006,"Family, Adventure, Comedy, Fantasy", French,1644060,1881932.4,Australia,60
6347,Northmen: A Viking Saga,26-04-2015,"Adventure, Action, Drama", English,3005082,2640017.8,Australia,54
6348,The Banker,20-03-2020,Drama, English,2990000,11000000,Australia,76
6349,Burning,17-05-2018,"Mystery, Drama, Thriller", Korean,6591038,7280000,South Korea,74
6350,Tetris: From Russia with Love,04-09-2004,Documentary, English,542233172.2,38600000,United Kingdom,65
6351,Joy Ride 2: Dead Ahead,07-10-2008,"Crime, Thriller, Horror", English,48763622.8,5000000,United States,55
6352,Fireflies in the North,01-09-1984,Drama, Japanese,293773121,132600000,Japan,54
6353,You Were Never Really Here,24-08-2018,"Thriller, Drama, Crime", English,10891281,40517129,Australia,66
6354,Mickey's Twice Upon a Christmas,09-11-2004,"Animation, Family", English,166946230.6,10000000,United States,70
6355,The Goldfinch,26-09-2019,Drama, English,9429910,40000000,Australia,72
6356,Beverly Hills Cop III,16-06-1994,"Action, Comedy, Crime", English,119180938,50000000,Australia,59
6357,The Amityville Harvest,20-10-2020,Horror, English,321770184.6,146500000,United States,61
6358,Escape from Planet Earth,28-03-2013,"Animation, Comedy, Adventure, Family, Science Fiction", English,74597643,40000000,Australia,57
6359,Capone,01-09-2020,"Crime, Drama", English,858281,20600000,Australia,50
6360,Doraemon: Nobita's Treasure Island,03-03-2018,Animation, Japanese,757565646.4,72000000,Japan,70
6361,My Little Pony: Equestria Girls,16-06-2013,"Animation, Comedy, Family, Fantasy, Music", English,485232,6209044.6,United States,73
6362,Doraemon: Nobita and the Winged Braves,10-03-2001,"Family, Animation, Adventure", Japanese,430315391.8,80000000,Japan,74
6363,Journey with Tarsilinha,17-03-2022,"Animation, Adventure, Family, Fantasy", Portuguese,958123472.8,144200000,Brazil,50
